id,y
2,0.251581192017
4,0.325196355581
5,0.249475121498
7,0.262769669294
10,0.186225995421
12,0.242557287216
14,0.235320627689
16,0.208879217505
18,0.249475121498
21,0.259443670511
22,0.237847432494
23,0.271823406219
25,0.207767605782
26,0.281035572290
27,0.310953736305
28,0.150474235415
29,0.216537490487
33,0.254237622023
34,0.232643574476
35,0.275755941868
36,0.265720039606
37,0.224837303162
38,0.256194978952
42,0.313009500504
43,0.180053174496
47,0.278796941042
51,0.240427777171
52,0.238832399249
54,0.290022850037
56,0.202253505588
58,0.254237622023
60,0.230020135641
61,0.234024181962
62,0.229324907064
63,0.254894047976
64,0.232658952475
65,0.209477603436
67,0.244771376252
68,0.222398266196
75,0.232422709465
77,0.250377327204
82,0.219492629170
83,0.221082746983
88,0.271263003349
89,0.294687896967
91,0.220006391406
94,0.265641361475
95,0.247018739581
97,0.227880567312
98,0.228119760752
100,0.265605986118
102,0.232985153794
104,0.249475121498
105,0.276560097933
107,0.206641629338
110,0.287780165672
111,0.232643574476
113,0.170512795448
116,0.222700133920
117,0.236052796245
120,0.225623264909
122,0.232985153794
123,0.235597357154
125,0.255286663771
126,0.282820731401
127,0.225810378790
128,0.206151545048
139,0.211508154869
144,0.265720039606
145,0.254237622023
146,0.249281659722
149,0.280151814222
151,0.194052949548
152,0.285554468632
153,0.233914554119
154,0.321363925934
156,0.238214656711
157,0.282820731401
160,0.248163104057
163,0.239964947104
167,0.232643574476
168,0.237847432494
173,0.248519301414
177,0.210445970297
178,0.239148169756
179,0.200270652771
181,0.219636976719
183,0.243253082037
184,0.186423152685
187,0.267293870449
190,0.212502688169
191,0.316142559052
192,0.211368530989
198,0.231278032064
199,0.219185918570
203,0.238768205047
204,0.233960866928
206,0.367531627417
209,0.253200918436
210,0.339801281691
212,0.372427642345
213,0.276560097933
215,0.194216951728
216,0.164308637381
224,0.296398490667
226,0.257125556469
230,0.220966279507
232,0.267116189003
233,0.234737962484
234,0.224014654756
235,0.152878433466
238,0.254415333271
239,0.293670535088
243,0.227038115263
244,0.221457496285
249,0.299273967743
251,0.287780165672
253,0.203836947680
254,0.241068527102
255,0.248581513762
256,0.247315287590
257,0.263569772243
259,0.228762120008
264,0.254974573851
265,0.237558647990
270,0.116694584489
271,0.205843850970
272,0.269877642393
274,0.268797397614
276,0.266294300556
278,0.248660504818
279,0.305860430002
282,0.242364898324
283,0.264359444380
284,0.235054075718
287,0.243673324585
289,0.202362954617
292,0.260535866022
293,0.242364898324
294,0.212641403079
295,0.212162643671
299,0.229513347149
301,0.213555663824
303,0.232643574476
304,0.215089514852
305,0.233914554119
306,0.208651348948
307,0.251581192017
308,0.298074573278
309,0.271263003349
315,0.254237622023
316,0.228303238750
317,0.229030132294
321,0.328705757856
322,0.235320627689
323,0.248171567917
326,0.241756439209
328,0.369325429201
330,0.240641146898
331,0.251585155725
333,0.295094162226
335,0.249475121498
338,0.193544372916
340,0.321363925934
344,0.272545456886
345,0.252071022987
346,0.242115482688
347,0.206174641848
349,0.204968497157
350,0.372427642345
354,0.290022850037
355,0.218395233154
358,0.291022777557
359,0.222547397017
363,0.313178509474
364,0.231847807765
365,0.232600897551
367,0.164485767484
370,0.247315287590
371,0.277914613485
374,0.194056719542
377,0.214009553194
380,0.237847432494
383,0.224837303162
386,0.212641403079
388,0.204370737076
391,0.283187836409
393,0.283789396286
394,0.201396435499
396,0.210702806711
399,0.148285388947
400,0.234744980931
403,0.246960610151
405,0.270648032427
407,0.273473232985
408,0.237133949995
409,0.237133949995
411,0.229175493121
412,0.237507730722
413,0.374399691820
417,0.170336529613
418,0.237847432494
421,0.304553627968
